Column #,Column ID,gene_assignment,Gene Symbol,RefSeq,Ratio(C42B vs. E06),"Fold-Change
(C42B vs. E06)","Fold-Change(C42B vs. E06)
 (Description)"
18758,16809880,NM_001110 // ADAM10 // ADAM metallopeptidase domain 10 // 15q22 // 102 /// ENST00000260,ADAM10,NM_001110,6.53433,6.53433,C42B up vs E06
9391,16716302,"NM_032810 // ATAD1 // ATPase family, AAA domain containing 1 // 10q23.31 // 84896 /// E",ATAD1,NM_032810,6.53471,6.53471,C42B up vs E06
51760,17122838,OTTHUMT00000469287 // bP-21201H5.1 // ribosomal protein L7a (RPL7A) pseudogene // --- /,bP-21201H5.1,OTTHUMT00000469287,6.53891,6.53891,C42B up vs E06
40055,17022190,NM_001286106 // ATG5 // autophagy related 5 // 6q21 // 9474 /// NM_001286107 // ATG5 //,ATG5,NM_001286106,6.54287,6.54287,C42B up vs E06
47036,17095375,NM_001286715 // AGTPBP1 // ATP/GTP binding protein 1 // 9q21.33 // 23287 /// NM_0012867,AGTPBP1,NM_001286715,6.54392,6.54392,C42B up vs E06
9080,16713144,"NM_002211 // ITGB1 // integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen",ITGB1,NM_002211,6.54495,6.54495,C42B up vs E06
24858,16870782,NM_001159293 // ZNF737 // zinc finger protein 737 // 19p12 // 100129842 /// uc002npa.3 ,ZNF737,NM_001159293,6.54868,6.54868,C42B up vs E06
41660,17041800,"ENST00000359635 // HLA-B // major histocompatibility complex, class I, B // 6p21.3 // 3",HLA-B,ENST00000359635,6.55006,6.55006,C42B up vs E06
5647,16678710,NM_014236 // GNPAT // glyceronephosphate O-acyltransferase // 1q42 // 8443 /// ENST0000,GNPAT,NM_014236,6.55038,6.55038,C42B up vs E06
20852,16831285,NM_001303 // COX10 // cytochrome c oxidase assembly homolog 10 (yeast) // 17p12 // 1352,COX10,NM_001303,6.55903,6.55903,C42B up vs E06
13956,16764564,NM_001113546 // LIMA1 // LIM domain and actin binding 1 // 12q13 // 51474 /// NM_001113,LIMA1,NM_001113546,6.56087,6.56087,C42B up vs E06
52467,17124256,"uc021zty.1 // HLA-B // major histocompatibility complex, class I, B // 6p21.3 // 3106",HLA-B,uc021zty.1,6.56721,6.56721,C42B up vs E06
14544,16770733,NM_015335 // MED13L // mediator complex subunit 13-like // 12q24.21 // 23389 /// ENST00,MED13L,NM_015335,6.56941,6.56941,C42B up vs E06
33768,16962921,NM_024524 // ATP13A3 // ATPase type 13A3 // 3q29 // 79572 /// ENST00000256031 // ATP13A,ATP13A3,NM_024524,6.58419,6.58419,C42B up vs E06
3810,16659765,NM_015001 // SPEN // spen family transcriptional repressor // 1p36 // 23013 /// ENST000,SPEN,NM_015001,6.59117,6.59117,C42B up vs E06
36257,16986600,NM_001114393 // PAPD4 // PAP associated domain containing 4 // 5q14.1 // 167153 /// NM_,PAPD4,NM_001114393,6.59635,6.59635,C42B up vs E06
15608,16779546,NM_001042517 // DIAPH3 // diaphanous-related formin 3 // 13q21.2 // 81624 /// NM_001258,DIAPH3,NM_001042517,6.59839,6.59839,C42B up vs E06
32415,16947556,NM_001002800 // SMC4 // structural maintenance of chromosomes 4 // 3q26.1 // 10051 /// ,SMC4,NM_001002800,6.60289,6.60289,C42B up vs E06
46090,17086300,OTTHUMT00000052827 // RP11-439K3.1 // putative novel transcript // --- // --- /// XR_43,RP11-439K3.1,OTTHUMT00000052827,6.60669,6.60669,C42B up vs E06
52688,17124704,XR_247071 // LOC101926980 // septin-7-like // --- // 101926980 /// XR_426920 // LOC1019,LOC101926980,XR_247071,6.60719,6.60719,C42B up vs E06
48793,17112184,"OTTHUMT00000468301 // RP3-368A4.5 // novel transcript, sense intronic FTX // --- // ---",RP3-368A4.5,OTTHUMT00000468301,6.60833,6.60833,C42B up vs E06
25743,16879048,OTTHUMT00000325418 // AC073218.2 // novel transcript // --- // --- /// OTTHUMT000004696,AC073218.2,OTTHUMT00000325418,6.60858,6.60858,C42B up vs E06
22814,16851230,"NR_040113 // ANKRD20A5P // ankyrin repeat domain 20 family, member A5, pseudogene // 18",ANKRD20A5P,NR_040113,6.61085,6.61085,C42B up vs E06
19661,16819252,NM_005949 // MT1F // metallothionein 1F // 16q13 // 4494 /// ENST00000334350 // MT1F //,MT1F,NM_005949,6.61359,6.61359,C42B up vs E06
48547,17109680,NM_001168465 // MAP7D2 // MAP7 domain containing 2 // Xp22.12 // 256714 /// NM_00116846,MAP7D2,NM_001168465,6.61717,6.61717,C42B up vs E06
21017,16833082,NM_001033566 // RHOT1 // ras homolog family member T1 // 17q11.2 // 55288 /// NM_001033,RHOT1,NM_001033566,6.61801,6.61801,C42B up vs E06
51026,17121368,ENST00000562687 // HERC2P5 // hect domain and RLD 2 pseudogene 5 // --- // --- /// ENST,HERC2P5,ENST00000562687,6.61883,6.61883,C42B up vs E06
6061,16682904,"XR_426610 // HP1BP3 // heterochromatin protein 1, binding protein 3 // 1p36.12 // 50809",HP1BP3,XR_426610,6.61998,6.61998,C42B up vs E06
40287,17024578,NM_139126 // PPIL4 // peptidylprolyl isomerase (cyclophilin)-like 4 // 6q25.1 // 85313 ,PPIL4,NM_139126,6.62126,6.62126,C42B up vs E06
53079,17125486,"ENST00000453317 // JPX // JPX transcript, XIST activator (non-protein coding) // Xq13.2",JPX,ENST00000453317,6.62448,6.62448,C42B up vs E06
10690,16730104,NR_002569 // SCARNA9 // small Cajal body-specific RNA 9 // 11q21 // 619383 /// ENST0000,SCARNA9,NR_002569,6.62803,6.62803,C42B up vs E06
19588,16818600,"NM_014321 // ORC6 // origin recognition complex, subunit 6 // 16q12 // 23594 /// NR_037",ORC6,NM_014321,6.63056,6.63056,C42B up vs E06
11468,16737783,NM_001008938 // CKAP5 // cytoskeleton associated protein 5 // 11p11.2 // 9793 /// NM_01,CKAP5,NM_001008938,6.63964,6.63964,C42B up vs E06
5915,16681370,"NM_001201483 // ENO1 // enolase 1, (alpha) // 1p36.2 // 2023 /// GU170215 // ENO1 // en",ENO1,NM_001201483,6.64035,6.64035,C42B up vs E06
11418,16737401,"NM_004620 // TRAF6 // TNF receptor-associated factor 6, E3 ubiquitin protein ligase // ",TRAF6,NM_004620,6.64727,6.64727,C42B up vs E06
46386,17088957,NR_027406 // LOC100129034 // uncharacterized LOC100129034 // 9q33.3 // 100129034 /// uc,LOC100129034,NR_027406,6.64862,6.64862,C42B up vs E06
39985,17021341,NM_153816 // SNX14 // sorting nexin 14 // 6q14.3 // 57231 /// ENST00000314673 // SNX14 ,SNX14,NM_153816,6.64964,6.64964,C42B up vs E06
6305,16685779,NM_000310 // PPT1 // palmitoyl-protein thioesterase 1 // 1p32 // 5538 /// NM_001142604 ,PPT1,NM_000310,6.65192,6.65192,C42B up vs E06
29704,16919448,NM_006811 // SERINC3 // serine incorporator 3 // 20q13.12 // 10955 /// NM_198941 // SER,SERINC3,NM_006811,6.65286,6.65286,C42B up vs E06
44652,17072669,NM_002467 // MYC // v-myc avian myelocytomatosis viral oncogene homolog // 8q24.21 // 4,MYC,NM_002467,6.656,6.656,C42B up vs E06
8265,16705283,NR_120647 // LOC101928913 // uncharacterized LOC101928913 // 10q21.3 // 101928913 /// O,LOC101928913,NR_120647,6.65688,6.65688,C42B up vs E06
18198,16803562,"NM_000745 // CHRNA5 // cholinergic receptor, nicotinic, alpha 5 (neuronal) // 15q24 // ",CHRNA5,NM_000745,6.66477,6.66477,C42B up vs E06
45142,17077222,"NR_109901 // TCEA1 // transcription elongation factor A (SII), 1 // 8q11.2 // 6917 /// ",TCEA1,NR_109901,6.66615,6.66615,C42B up vs E06
47014,17095307,NM_032307 // C9orf64 // chromosome 9 open reading frame 64 // 9q21.32 // 84267 /// ENST,C9orf64,NM_032307,6.67346,6.67346,C42B up vs E06
32287,16946309,"NM_001104647 // SLC25A36 // solute carrier family 25 (pyrimidine nucleotide carrier ), ",SLC25A36,NM_001104647,6.67839,6.67839,C42B up vs E06
4229,16663958,ENST00000372217 // KIF2C // kinesin family member 2C // 1p34.1 // 11004 /// ENST0000045,KIF2C,ENST00000372217,6.67845,6.67845,C42B up vs E06
22778,16850896,NM_020648 // TWSG1 // twisted gastrulation BMP signaling modulator 1 // 18p11.3 // 5704,TWSG1,NM_020648,6.6791,6.6791,C42B up vs E06
20994,16832768,NM_001199775 // CPD // carboxypeptidase D // 17q11.2 // 1362 /// NM_001304 // CPD // ca,CPD,NM_001199775,6.67988,6.67988,C42B up vs E06
46011,17085500,NR_034006 // LOC100132352 // FSHD region gene 1 pseudogene // 9q12 // 100132352 /// uc0,LOC100132352,NR_034006,6.68258,6.68258,C42B up vs E06
16121,16783368,NM_001256678 // KIAA0391 // KIAA0391 // 14q13.2 // 9692 /// NM_001256679 // KIAA0391 //,KIAA0391,NM_001256678,6.69365,6.69365,C42B up vs E06
20750,16829972,NM_015528 // RNF167 // ring finger protein 167 // 17p13.2 // 26001 /// ENST00000262482 ,RNF167,NM_015528,6.6946,6.6946,C42B up vs E06
8050,16703478,NM_001172303 // MASTL // microtubule associated serine/threonine kinase-like // 10p12.1,MASTL,NM_001172303,6.71151,6.71151,C42B up vs E06
21208,16834931,NM_005892 // FMNL1 // formin-like 1 // 17q21 // 752 /// XM_006722062 // FMNL1 // formin,FMNL1,NM_005892,6.71631,6.71631,C42B up vs E06
9013,16712531,NM_020824 // ARHGAP21 // Rho GTPase activating protein 21 // 10p12.1|10p12.3 // 57584 /,ARHGAP21,NM_020824,6.72959,6.72959,C42B up vs E06
53256,17125876,ENST00000367123 // SRGAP2C // SLIT-ROBO Rho GTPase activating protein 2C // --- // --- ,SRGAP2C,ENST00000367123,6.73678,6.73678,C42B up vs E06
17297,16795215,"NM_006020 // ALKBH1 // alkB, alkylation repair homolog 1 (E. coli) // 14q24.3 // 8846 /",ALKBH1,NM_006020,6.73714,6.73714,C42B up vs E06
44630,17072506,"NM_001278645 // NDUFB9 // NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa /",NDUFB9,NM_001278645,6.74527,6.74527,C42B up vs E06
48647,17110586,"NM_033518 // SLC38A5 // solute carrier family 38, member 5 // Xp11.23 // 92745 /// XM_0",SLC38A5,NM_033518,6.74801,6.74801,C42B up vs E06
5338,16675673,"ENST00000413307 // CAMSAP2 // calmodulin regulated spectrin-associated protein family, ",CAMSAP2,ENST00000413307,6.75578,6.75578,C42B up vs E06
9599,16718769,NM_173791 // PDZD8 // PDZ domain containing 8 // 10q26.12 // 118987 /// XR_246069 // PD,PDZD8,NM_173791,6.77127,6.77127,C42B up vs E06
4611,16667715,"NM_001144884 // SLC30A7 // solute carrier family 30 (zinc transporter), member 7 // 1p2",SLC30A7,NM_001144884,6.77222,6.77222,C42B up vs E06
40068,17022333,NM_014028 // OSTM1 // osteopetrosis associated transmembrane protein 1 // 6q21 // 28962,OSTM1,NM_014028,6.77354,6.77354,C42B up vs E06
9938,16722026,OTTHUMT00000385791 // RP11-567I13.1 // novel transcript // --- // ---,RP11-567I13.1,OTTHUMT00000385791,6.77629,6.77629,C42B up vs E06
28787,16910618,NM_006462 // RBCK1 // RanBP-type and C3HC4-type zinc finger containing 1 // 20p13 // 10,RBCK1,NM_006462,6.78387,6.78387,C42B up vs E06
40191,17023658,"NM_015529 // MOXD1 // monooxygenase, DBH-like 1 // 6q23.2 // 26002 /// ENST00000336749 ",MOXD1,NM_015529,6.78521,6.78521,C42B up vs E06
31888,16942311,NM_001291941 // C3orf14 // chromosome 3 open reading frame 14 // 3p14.2 // 57415 /// NM,C3orf14,NM_001291941,6.79086,6.79086,C42B up vs E06
46834,17093920,NM_001128227 // GNE // glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinas,GNE,NM_001128227,6.79263,6.79263,C42B up vs E06
32085,16943819,"NM_001134437 // PHLDB2 // pleckstrin homology-like domain, family B, member 2 // 3q13.2",PHLDB2,NM_001134437,6.79903,6.79903,C42B up vs E06
28107,16902611,NM_001199140 // AMMECR1L // AMMECR1-like // 2q21 // 83607 /// NM_031445 // AMMECR1L // ,AMMECR1L,NM_001199140,6.79936,6.79936,C42B up vs E06
44334,17069677,NM_001291339 // CSPP1 // centrosome and spindle pole associated protein 1 // 8q13.2 // ,CSPP1,NM_001291339,6.79998,6.79998,C42B up vs E06
40083,17022388,"NM_001142401 // CD164 // CD164 molecule, sialomucin // 6q21 // 8763 /// NM_001142402 //",CD164,NM_001142401,6.80302,6.80302,C42B up vs E06
26425,16885913,NM_001241 // CCNT2 // cyclin T2 // 2q21.3 // 905 /// NM_058241 // CCNT2 // cyclin T2 //,CCNT2,NM_001241,6.80964,6.80964,C42B up vs E06
17028,16792456,NR_039996 // LINC00648 // long intergenic non-protein coding RNA 648 // --- // 10050643,LINC00648,NR_039996,6.80965,6.80965,C42B up vs E06
41557,17040387,"ENST00000454091 // HLA-A // major histocompatibility complex, class I, A // 6p21.3 // 3",HLA-A,ENST00000454091,6.81151,6.81151,C42B up vs E06
14276,16768297,NM_001946 // DUSP6 // dual specificity phosphatase 6 // 12q22-q23 // 1848 /// ENST00000,DUSP6,NM_001946,6.81689,6.81689,C42B up vs E06
34486,16970080,NR_003135 // CEP170P1 // centrosomal protein 170kDa pseudogene 1 // 4q26 // 645455 /// ,CEP170P1,NR_003135,6.81833,6.81833,C42B up vs E06
51595,17122508,NR_024373 // MIR4435-1HG // MIR4435-1 host gene (non-protein coding) // 2q13 // 541471 ,MIR4435-1HG,NR_024373,6.8297,6.8297,C42B up vs E06
10011,16722720,NM_001111018 // NAV2 // neuron navigator 2 // 11p15.1 // 89797 /// NM_001111019 // NAV2,NAV2,NM_001111018,6.83732,6.83732,C42B up vs E06
4522,16666835,NM_001206651 // SH3GLB1 // SH3-domain GRB2-like endophilin B1 // 1p22 // 51100 /// NM_0,SH3GLB1,NM_001206651,6.83808,6.83808,C42B up vs E06
47293,17098027,NM_001270526 // STOM // stomatin // 9q34.1 // 2040 /// NM_004099 // STOM // stomatin //,STOM,NM_001270526,6.83929,6.83929,C42B up vs E06
9522,16717986,"NM_001134373 // NT5C2 // 5-nucleotidase, cytosolic II // 10q24.32 // 22978 /// NM_01222",NT5C2,NM_001134373,6.84634,6.84634,C42B up vs E06
4244,16664150,NM_016486 // TMEM69 // transmembrane protein 69 // 1p34.1 // 51249 /// ENST00000372025 ,TMEM69,NM_016486,6.8516,6.8516,C42B up vs E06
27295,16894998,NM_001282719 // C2orf43 // chromosome 2 open reading frame 43 // 2p24.1 // 60526 /// NM,C2orf43,NM_001282719,6.85399,6.85399,C42B up vs E06
5447,16677037,NM_014388 // DIEXF // digestive organ expansion factor homolog (zebrafish) // 1q32.2 //,DIEXF,NM_014388,6.85733,6.85733,C42B up vs E06
20112,16823825,NM_001424 // EMP2 // epithelial membrane protein 2 // 16p13.2 // 2013 /// XM_006720864 ,EMP2,NM_001424,6.86089,6.86089,C42B up vs E06
44494,17071188,NM_178812 // MTDH // metadherin // 8q22.1 // 92140 /// ENST00000336273 // MTDH // metad,MTDH,NM_178812,6.86343,6.86343,C42B up vs E06
53016,17125360,ENST00000454635 // LINC00963 // long intergenic non-protein coding RNA 963 // --- // 10,LINC00963,ENST00000454635,6.87051,6.87051,C42B up vs E06
27686,16899062,NM_003584 // DUSP11 // dual specificity phosphatase 11 (RNA/RNP complex 1-interacting) ,DUSP11,NM_003584,6.87066,6.87066,C42B up vs E06
53012,17125352,BC006438 // LOC100132167 // uncharacterized LOC100132167 // 9p12 // 100132167 /// OTTHU,LOC100132167,BC006438,6.87504,6.87504,C42B up vs E06
52161,17123640,NM_001114184 // MTRF1L // mitochondrial translational release factor 1-like // 6q25-q26,MTRF1L,NM_001114184,6.87893,6.87893,C42B up vs E06
48605,17110237,NM_001126054 // CASK // calcium/calmodulin-dependent serine protein kinase (MAGUK famil,CASK,NM_001126054,6.88096,6.88096,C42B up vs E06
51161,17121638,XM_005275812 // LOC646021 // uncharacterized LOC646021 // 17q11.2 // 646021 /// OTTHUMT,LOC646021,XM_005275812,6.88814,6.88814,C42B up vs E06
44989,17075731,NM_001831 // CLU // clusterin // 8p21-p12 // 1191 /// NR_038335 // CLU // clusterin // ,CLU,NM_001831,6.89305,6.89305,C42B up vs E06
37078,16994244,NM_024091 // FASTKD3 // FAST kinase domains 3 // 5p15.31 // 79072 /// ENST00000264669 /,FASTKD3,NM_024091,6.89315,6.89315,C42B up vs E06
22113,16844137,NM_001184906 // FBXL20 // F-box and leucine-rich repeat protein 20 // 17q12 // 84961 //,FBXL20,NM_001184906,6.8993,6.8993,C42B up vs E06
35317,16977631,NM_014991 // WDFY3 // WD repeat and FYVE domain containing 3 // 4q21.23 // 23001 /// EN,WDFY3,NM_014991,6.9028,6.9028,C42B up vs E06
25893,16880414,NM_001291746 // REL // v-rel avian reticuloendotheliosis viral oncogene homolog // 2p13,REL,NM_001291746,6.90602,6.90602,C42B up vs E06
5343,16675731,NM_001164586 // IGFN1 // immunoglobulin-like and fibronectin type III domain containing,IGFN1,NM_001164586,6.90752,6.90752,C42B up vs E06
19857,16821296,NM_030629 // CMIP // c-Maf inducing protein // 16q23 // 80790 /// NM_198390 // CMIP // ,CMIP,NM_030629,6.90834,6.90834,C42B up vs E06
40265,17024374,"NM_032020 // FUCA2 // fucosidase, alpha-L- 2, plasma // 6q24 // 2519 /// ENST0000000216",FUCA2,NM_032020,6.91271,6.91271,C42B up vs E06
17814,16799170,NM_001130010 // C15orf41 // chromosome 15 open reading frame 41 // 15q14 // 84529 /// N,C15orf41,NM_001130010,6.92018,6.92018,C42B up vs E06
44352,17069886,AF130055 // TRAM1 // translocation associated membrane protein 1 // 8q13.3 // 23471,TRAM1,AF130055,6.93359,6.93359,C42B up vs E06
18896,16811391,"NM_020214 // PARP6 // poly (ADP-ribose) polymerase family, member 6 // 15q23 // 56965 /",PARP6,NM_020214,6.93561,6.93561,C42B up vs E06
41097,17034254,"ENST00000359635 // HLA-B // major histocompatibility complex, class I, B // 6p21.3 // 3",HLA-B,ENST00000359635,6.93619,6.93619,C42B up vs E06
37218,16995685,"NM_006251 // PRKAA1 // protein kinase, AMP-activated, alpha 1 catalytic subunit // 5p12",PRKAA1,NM_006251,6.93705,6.93705,C42B up vs E06
6035,16682499,NM_020765 // UBR4 // ubiquitin protein ligase E3 component n-recognin 4 // 1p36.13 // 2,UBR4,NM_020765,6.93752,6.93752,C42B up vs E06
17354,16795794,"NM_004755 // RPS6KA5 // ribosomal protein S6 kinase, 90kDa, polypeptide 5 // 14q31-q32.",RPS6KA5,NM_004755,6.94031,6.94031,C42B up vs E06
17925,16800630,NM_032413 // C15orf48 // chromosome 15 open reading frame 48 // 15q21.1 // 84419 /// NM,C15orf48,NM_032413,6.94058,6.94058,C42B up vs E06
25011,16872152,NM_024907 // FBXO17 // F-box protein 17 // 19q13.2 // 115290 /// NM_148169 // FBXO17 //,FBXO17,NM_024907,6.94726,6.94726,C42B up vs E06
10590,16729128,"NM_001207014 // SERPINH1 // serpin peptidase inhibitor, clade H (heat shock protein 47)",SERPINH1,NM_001207014,6.95541,6.95541,C42B up vs E06
19771,16820537,"NM_032830 // CIRH1A // cirrhosis, autosomal recessive 1A (cirhin) // 16q22.1 // 84916 /",CIRH1A,NM_032830,6.9625,6.9625,C42B up vs E06
45720,17082947,"NR_023392 // ZNF252P // zinc finger protein 252, pseudogene // 8q24.3 // 286101 /// ENS",ZNF252P,NR_023392,6.96988,6.96988,C42B up vs E06
28830,16911132,NM_000311 // PRNP // prion protein // 20p13 // 5621 /// NM_001080121 // PRNP // prion p,PRNP,NM_000311,6.97415,6.97415,C42B up vs E06
46767,17093090,NM_014314 // DDX58 // DEAD (Asp-Glu-Ala-Asp) box polypeptide 58 // 9p12 // 23586 /// EN,DDX58,NM_014314,6.97443,6.97443,C42B up vs E06
42623,17052348,NM_001195278 // TMEM178B // transmembrane protein 178B // 7q34 // 100507421 /// ENST000,TMEM178B,NM_001195278,6.98858,6.98858,C42B up vs E06
48603,17110193,NM_004229 // MED14 // mediator complex subunit 14 // Xp11.4 // 9282 /// ENST00000324817,MED14,NM_004229,6.99388,6.99388,C42B up vs E06
46680,17092490,NM_001190737 // NFIB // nuclear factor I/B // 9p24.1 // 4781 /// NM_001190738 // NFIB /,NFIB,NM_001190737,6.99696,6.99696,C42B up vs E06
11567,16738736,NM_152716 // PATL1 // protein associated with topoisomerase II homolog 1 (yeast) // 11q,PATL1,NM_152716,7.00147,7.00147,C42B up vs E06
9475,16717397,NM_004376 // COX15 // cytochrome c oxidase assembly homolog 15 (yeast) // 10q24 // 1355,COX15,NM_004376,7.0045,7.0045,C42B up vs E06
11493,16738205,NM_015231 // NUP160 // nucleoporin 160kDa // 11p11.2 // 23279 /// ENST00000378460 // NU,NUP160,NM_015231,7.0096,7.0096,C42B up vs E06
35092,16975419,"NM_001166050 // APBB2 // amyloid beta (A4) precursor protein-binding, family B, member ",APBB2,NM_001166050,7.01079,7.01079,C42B up vs E06
19546,16818431,NM_001265588 // ZNF267 // zinc finger protein 267 // 16p11.2 // 10308 /// NM_003414 // ,ZNF267,NM_001265588,7.01729,7.01729,C42B up vs E06
43376,17059776,NM_152703 // SAMD9L // sterile alpha motif domain containing 9-like // 7q21.2 // 219285,SAMD9L,NM_152703,7.02258,7.02258,C42B up vs E06
30051,16922222,"NM_000874 // IFNAR2 // interferon (alpha, beta and omega) receptor 2 // 21q22.11 // 345",IFNAR2,NM_000874,7.02359,7.02359,C42B up vs E06
8548,16708038,NM_018425 // PI4K2A // phosphatidylinositol 4-kinase type 2 alpha // 10q24 // 55361 ///,PI4K2A,NM_018425,7.0242,7.0242,C42B up vs E06
19671,16819430,NM_152727 // CPNE2 // copine II // 16q13 // 221184 /// ENST00000290776 // CPNE2 // copi,CPNE2,NM_152727,7.03293,7.03293,C42B up vs E06
48550,17109714,NR_023358 // SCARNA9L // small Cajal body-specific RNA 9-like // Xp22.12 // 100158262 /,SCARNA9L,NR_023358,7.03804,7.03804,C42B up vs E06
45218,17077848,NM_025054 // VCPIP1 // valosin containing protein (p97)/p47 complex interacting protein,VCPIP1,NM_025054,7.04056,7.04056,C42B up vs E06
31979,16942906,NM_001244644 // CHMP2B // charged multivesicular body protein 2B // 3p11.2 // 25978 ///,CHMP2B,NM_001244644,7.04498,7.04498,C42B up vs E06
22370,16846714,NM_052855 // ANKRD40 // ankyrin repeat domain 40 // 17q21.33 // 91369 /// ENST000002852,ANKRD40,NM_052855,7.04538,7.04538,C42B up vs E06
26969,16891555,NM_152386 // SGPP2 // sphingosine-1-phosphate phosphatase 2 // 2q36.1 // 130367 /// ENS,SGPP2,NM_152386,7.04875,7.04875,C42B up vs E06
27418,16896502,NM_005813 // PRKD3 // protein kinase D3 // 2p21 // 23683 /// ENST00000234179 // PRKD3 /,PRKD3,NM_005813,7.05501,7.05501,C42B up vs E06
27365,16895963,NM_001282729 // SUPT7L // suppressor of Ty 7 (S. cerevisiae)-like // 2p23.3 // 9913 ///,SUPT7L,NM_001282729,7.05876,7.05876,C42B up vs E06
14228,16767794,NM_001003712 // OSBPL8 // oxysterol binding protein-like 8 // 12q14 // 114882 /// NM_02,OSBPL8,NM_001003712,7.06537,7.06537,C42B up vs E06
25843,16880063,NM_001127397 // ERLEC1 // endoplasmic reticulum lectin 1 // 2p16.2 // 27248 /// NM_0011,ERLEC1,NM_001127397,7.06992,7.06992,C42B up vs E06
8497,16707409,"NM_003972 // BTAF1 // BTAF1 RNA polymerase II, B-TFIID transcription factor-associated,",BTAF1,NM_003972,7.09344,7.09344,C42B up vs E06
46236,17087588,NM_001198812 // MSANTD3-TMEFF1 // MSANTD3-TMEFF1 readthrough // 9q // 100526694 /// NM_,MSANTD3-TMEFF1,NM_001198812,7.09356,7.09356,C42B up vs E06
31192,16934039,ENST00000526089 // RNF185-AS1 // RNF185 antisense RNA 1 // --- // --- /// BC069286 // R,RNF185-AS1,ENST00000526089,7.09453,7.09453,C42B up vs E06
39457,17016110,NM_001195610 // DCDC2 // doublecortin domain containing 2 // 6p22.1 // 51473 /// NM_016,DCDC2,NM_001195610,7.10409,7.10409,C42B up vs E06
17121,16793475,ENST00000395116 // GPR135 // G protein-coupled receptor 135 // 14q23.1 // 64582 /// ENS,GPR135,ENST00000395116,7.10511,7.10511,C42B up vs E06
45063,17076415,NM_001174063 // FGFR1 // fibroblast growth factor receptor 1 // 8p11.23-p11.22 // 2260 ,FGFR1,NM_001174063,7.10551,7.10551,C42B up vs E06
6760,16690769,NM_178454 // DRAM2 // DNA-damage regulated autophagy modulator 2 // 1p13.3 // 128338 //,DRAM2,NM_178454,7.11114,7.11114,C42B up vs E06
22085,16843795,"NM_007247 // SYNRG // synergin, gamma // 17q12 // 11276 /// uc002hoa.3 // SYNRG // syne",SYNRG,NM_007247,7.1181,7.1181,C42B up vs E06
6067,16683061,NM_001032730 // USP48 // ubiquitin specific peptidase 48 // 1p36.12 // 84196 /// NM_032,USP48,NM_001032730,7.11973,7.11973,C42B up vs E06
19009,16812738,"NM_016073 // HDGFRP3 // hepatoma-derived growth factor, related protein 3 // 15q25.2 //",HDGFRP3,NM_016073,7.13607,7.13607,C42B up vs E06
16228,16784299,NM_001130851 // CDKN3 // cyclin-dependent kinase inhibitor 3 // 14q22 // 1033 /// NM_00,CDKN3,NM_001130851,7.1379,7.1379,C42B up vs E06
50903,17121122,NR_110526 // DUXAP10 // double homeobox A pseudogene 10 // 14q11.2 // 503639 /// NR_122,DUXAP10,NR_110526,7.14097,7.14097,C42B up vs E06
26354,16885290,NM_001256584 // GYPC // glycophorin C (Gerbich blood group) // 2q14-q21 // 2995 /// NM_,GYPC,NM_001256584,7.14109,7.14109,C42B up vs E06
35394,16978470,NM_003340 // UBE2D3 // ubiquitin-conjugating enzyme E2D 3 // 4q24 // 7323 /// NM_181886,UBE2D3,NM_003340,7.145,7.145,C42B up vs E06
15226,16775823,NM_180989 // GPR180 // G protein-coupled receptor 180 // 13q32.1 // 160897 /// ENST0000,GPR180,NM_180989,7.15376,7.15376,C42B up vs E06
39576,17017126,"ENST00000487245 // HLA-C // major histocompatibility complex, class I, C // 6p21.3 // 3",HLA-C,ENST00000487245,7.15461,7.15461,C42B up vs E06
28697,16909724,NM_001282431 // ARL4C // ADP-ribosylation factor-like 4C // 2q37.1 // 10123 /// NM_0057,ARL4C,NM_001282431,7.15793,7.15793,C42B up vs E06
8475,16707196,AK092813 // IFIT1 // interferon-induced protein with tetratricopeptide repeats 1 // 10q,IFIT1,AK092813,7.15974,7.15974,C42B up vs E06
44324,17069521,NM_033058 // TRIM55 // tripartite motif containing 55 // 8q13.1 // 84675 /// NM_184085 ,TRIM55,NM_033058,7.16123,7.16123,C42B up vs E06
9453,16716983,NM_020123 // TM9SF3 // transmembrane 9 superfamily member 3 // 10q24.1 // 56889 /// ENS,TM9SF3,NM_020123,7.16457,7.16457,C42B up vs E06
32349,16946886,"ENST00000361875 // TSC22D2 // TSC22 domain family, member 2 // 3q25.1 // 9819 /// AB014",TSC22D2,ENST00000361875,7.16511,7.16511,C42B up vs E06
26302,16884797,NM_001277140 // ACTR3 // ARP3 actin-related protein 3 homolog (yeast) // 2q14.1 // 1009,ACTR3,NM_001277140,7.16528,7.16528,C42B up vs E06
25613,16877473,NM_001130009 // GEN1 // GEN1 Holliday junction 5 flap endonuclease // 2p24.2 // 348654 ,GEN1,NM_001130009,7.16625,7.16625,C42B up vs E06
27505,16897349,NM_001190274 // FBXO11 // F-box protein 11 // 2p16.3 // 80204 /// NM_025133 // FBXO11 /,FBXO11,NM_001190274,7.17459,7.17459,C42B up vs E06
36024,16983907,"ENST00000515798 // BRIX1 // BRX1, biogenesis of ribosomes, homolog (S. cerevisiae) // 5",BRIX1,ENST00000515798,7.17671,7.17671,C42B up vs E06
